index,Name,Year Drafted,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
370,Chris Douglas-Roberts,2008.0,44.0,13.3,4.9,1.8,4.0,46.0,0.1,0.3,25,1.2,1.4,82.3,0.3,0.8,1.1,1.2,0.3,0.2,0.7,4.5
371,Goran Dragic,2008.0,55.0,13.2,4.5,1.6,4.1,39.3,0.4,1.0,37,0.9,1.2,76.9,0.6,1.3,1.9,2.0,0.5,0.1,1.3,4.9
372,Donte Greene,2008.0,55.0,13.2,3.8,1.4,4.3,32.6,0.5,1.8,26,0.5,0.6,85.3,0.3,1.2,1.6,0.5,0.3,0.3,0.7,2.8
373,Roko Leni Ukic,2008.0,72.0,12.4,4.2,1.7,4.5,38.0,0.2,0.9,17.7,0.6,0.8,73.3,0.4,0.7,1.0,2.1,0.4,0.0,0.8,3.9
374,Jerryd Bayless,2008.0,53.0,12.4,4.3,1.3,3.6,36.5,0.1,0.5,25.9,1.6,1.9,80.6,0.2,0.9,1.1,1.5,0.3,0.0,1.1,3.5
375,Joe Alexander,2008.0,59.0,12.1,4.7,1.7,4.2,41.6,0.3,0.8,34.8,1.0,1.4,69.9,0.7,1.2,1.9,0.7,0.3,0.5,0.9,4.4
376,Kosta Koufos,2008.0,48.0,11.8,4.7,2.0,3.9,50.8,0.0,0.0,0,0.8,1.1,70.6,1.0,1.8,2.9,0.4,0.3,0.7,0.5,6.1
377,JJ Hickson,2008.0,62.0,11.4,4.0,1.6,3.1,51.5,0.0,0.0,0,0.7,1.1,67.2,0.8,1.8,2.7,0.1,0.2,0.5,0.7,4.9
378,Rob Kurz,2008.0,40.0,11.1,3.9,1.3,3.3,38.9,0.4,1.0,39.5,1.0,1.3,80.0,0.8,1.2,2.0,0.5,0.3,0.5,0.4,4.6
379,Anthony Tolliver,2008.0,19.0,10.9,2.7,1.0,3.4,29.2,0.5,2.2,22,0.3,0.5,50.0,0.6,1.5,2.2,0.9,0.3,0.1,0.4,3.1
380,Robin Lopez,2008.0,60.0,10.2,3.1,1.2,2.3,51.8,0.0,0.0,0,0.8,1.1,69.1,0.9,1.1,2.0,0.1,0.2,0.7,0.5,4.2
381,Darnell Jackson,2008.0,51.0,8.4,1.9,0.7,1.7,43.0,0.0,0.0,0,0.5,0.7,68.6,0.6,1.1,1.7,0.2,0.2,0.1,0.3,2.6
382,Sean Singletary,2008.0,37.0,8.2,2.4,0.8,2.3,36.5,0.3,0.7,40,0.5,0.6,85.7,0.3,0.7,0.9,0.8,0.3,0.0,0.6,2.3
383,Kevin Durant,2007.0,80.0,34.6,20.3,7.3,17.1,43.0,0.7,2.6,28.8,4.9,5.6,87.3,0.9,3.5,4.3,2.4,1.0,0.9,2.9,15.6
384,Al Horford,2007.0,81.0,31.4,10.1,4.1,8.2,49.9,0.0,0.1,0,1.9,2.6,73.1,3.1,6.6,9.7,1.5,0.7,0.9,1.7,16.5
385,Jeff Green,2007.0,80.0,28.2,10.5,4.0,9.4,42.7,0.3,1.0,27.6,2.2,3.0,74.4,1.3,3.5,4.7,1.5,0.6,0.6,2.0,9.8
386,Jamario Moon,2007.0,78.0,27.8,8.5,3.6,7.4,48.5,0.5,1.6,32.8,0.8,1.1,74.1,1.2,5.0,6.2,1.2,1.0,1.4,0.7,13.5
387,Al Thornton,2007.0,79.0,27.3,12.7,4.7,11.0,42.9,0.5,1.6,33.1,2.7,3.6,74.3,1.2,3.3,4.5,1.2,0.6,0.5,1.6,10.8
388,Mike Conley,2007.0,53.0,26.1,9.4,3.6,8.3,42.8,0.6,1.7,33,1.7,2.3,73.2,0.4,2.2,2.6,4.2,0.8,0.0,1.7,10.0
389,Juan Carlos Navarro,2007.0,82.0,25.8,10.9,3.8,9.3,40.2,1.9,5.3,36.1,1.5,1.8,84.9,0.4,2.1,2.6,2.2,0.6,0.0,1.6,8.8
390,Yi Jianlian,2007.0,66.0,25.0,8.6,3.3,7.9,42.1,0.1,0.3,28.6,1.8,2.2,84.1,1.6,3.6,5.2,0.8,0.6,0.8,1.4,9.7
391,Luis Scola,2007.0,82.0,24.7,10.3,4.2,8.2,51.5,0.0,0.0,0,1.9,2.9,66.8,2.1,4.3,6.4,1.3,0.7,0.2,1.3,12.8
392,Daequan Cook,2007.0,59.0,24.4,8.8,3.3,8.7,38.1,1.3,4.0,33.2,0.8,1.0,82.5,0.3,2.7,3.0,1.3,0.4,0.1,1.1,7.0
393,Corey Brewer,2007.0,79.0,22.8,5.8,2.3,6.2,37.4,0.1,0.5,19.4,1.1,1.4,80.0,1.0,2.7,3.7,1.4,1.0,0.3,1.1,6.9
394,Thaddeus Young,2007.0,74.0,21.0,8.2,3.6,6.6,53.9,0.1,0.3,31.6,1.0,1.4,73.8,1.6,2.6,4.2,0.8,1.0,0.1,0.9,10.1
395,Joakim Noah,2007.0,74.0,20.7,6.6,2.4,5.0,48.2,0.0,0.0,0,1.8,2.6,69.1,2.4,3.3,5.6,1.1,0.9,0.9,1.2,10.6
396,Wilson Chandler,2007.0,35.0,19.6,7.3,3.0,6.9,43.8,0.3,0.9,30,1.0,1.5,63.0,1.1,2.5,3.6,0.9,0.4,0.5,0.8,7.5
397,Rodney Stuckey,2007.0,57.0,19.0,7.6,2.7,6.7,40.1,0.1,0.3,18.8,2.2,2.7,81.4,0.6,1.7,2.3,2.8,0.9,0.1,1.4,7.8
398,Jared Dudley,2007.0,73.0,19.0,5.8,2.2,4.8,46.8,0.1,0.6,22,1.2,1.6,73.7,1.7,2.3,3.9,1.1,0.8,0.1,0.7,8.1
399,Sean Williams,2007.0,73.0,17.5,5.6,2.2,4.2,53.8,0.0,0.0,0,1.1,1.8,60.9,1.6,2.8,4.4,0.4,0.4,1.4,1.0,8.6
400,Carl Landry,2007.0,42.0,16.9,8.1,3.2,5.2,61.6,0.0,0.0,0,1.7,2.6,66.1,2.3,2.6,4.9,0.5,0.4,0.2,0.6,10.6
401,Acie Law,2007.0,56.0,15.4,4.2,1.7,4.2,40.1,0.1,0.6,20.6,0.7,0.9,79.2,0.2,0.8,1.0,2.0,0.5,0.0,1.0,4.0
402,Nick Young,2007.0,75.0,15.4,7.5,2.8,6.4,43.9,0.5,1.3,40,1.3,1.7,81.5,0.3,1.2,1.5,0.8,0.5,0.1,1.3,5.3
403,Jason Smith,2007.0,76.0,14.6,4.5,1.9,4.1,45.5,0.1,0.2,28.6,0.7,1.1,65.9,1.0,2.0,3.0,0.3,0.3,0.7,0.6,5.5
404,Glen Davis,2007.0,69.0,13.6,4.5,1.6,3.2,48.4,0.0,0.0,0,1.4,2.2,66.0,1.4,1.6,3.0,0.4,0.5,0.3,0.9,5.4
405,Javaris Crittenton,2007.0,50.0,13.6,5.6,2.0,4.7,42.1,0.2,0.7,27,1.4,2.1,69.2,0.5,1.7,2.2,1.0,0.4,0.0,1.1,4.8
406,Spencer Hawes,2007.0,71.0,13.1,4.7,2.1,4.5,45.9,0.1,0.3,19,0.5,0.8,65.5,1.0,2.3,3.2,0.6,0.2,0.6,0.8,5.8
407,Arron Afflalo,2007.0,75.0,12.9,3.7,1.3,3.2,41.1,0.1,0.6,20.8,0.9,1.2,78.2,0.5,1.3,1.8,0.7,0.4,0.1,0.5,4.1
408,Aaron Brooks,2007.0,51.0,11.9,5.2,1.8,4.4,41.3,0.7,2.1,33,0.8,1.0,85.7,0.3,0.8,1.1,1.7,0.3,0.1,0.9,4.7
409,CJ Watson,2007.0,32.0,11.5,3.7,1.3,3.2,42.6,0.3,0.8,34.6,0.7,0.9,79.3,0.4,0.6,1.0,1.1,0.5,0.0,0.6,3.7
410,Julian Wright,2007.0,57.0,11.2,3.9,1.6,3.0,53.3,0.2,0.4,41.7,0.6,0.9,63.5,0.6,1.5,2.1,0.7,0.5,0.2,0.6,5.1
